5.085994005203247070e-01,4.871555864810943604e-01,5.499250292778015137e-01,5.133081674575805664e-01,4.901949167251586914e-01,6.127763390541076660e-01,4.814367890357971191e-01,4.495933055877685547e-01,4.807816147804260254e-01,6.314499378204345703e-01,4.055107831954956055e-01
4.080855846405029297e-01,5.362677574157714844e-01,3.398313224315643311e-01,2.964047491550445557e-01,6.306415200233459473e-01,3.465242087841033936e-01,4.897351861000061035e-01,4.362162649631500244e-01,5.838565826416015625e-01,3.328616023063659668e-01,4.671082198619842529e-01
5.481424331665039062e-01,3.630231022834777832e-01,7.257031798362731934e-01,5.961278676986694336e-01,5.929715633392333984e-01,4.709306359291076660e-01,5.270403027534484863e-01,6.135687828063964844e-01,3.793317377567291260e-01,6.977948546409606934e-01,3.718056082725524902e-01
4.690721035003662109e-01,5.355929136276245117e-01,5.644673705101013184e-01,4.640610516071319580e-01,3.944597244262695312e-01,5.545113682746887207e-01,5.340268611907958984e-01,5.026131868362426758e-01,4.777203500270843506e-01,5.343471765518188477e-01,5.362728238105773926e-01
6.753742694854736328e-01,4.245245158672332764e-01,3.659962713718414307e-01,5.800414681434631348e-01,4.726806581020355225e-01,5.431536436080932617e-01,4.002948403358459473e-01,4.217176735401153564e-01,6.791929602622985840e-01,5.048319101333618164e-01,6.371654272079467773e-01
5.856328010559082031e-01,5.001404285430908203e-01,3.280885517597198486e-01,5.394775867462158203e-01,3.619339466094970703e-01,5.523067712783813477e-01,4.080770313739776611e-01,4.412463605403900146e-01,6.760901808738708496e-01,4.903624951839447021e-01,6.308255791664123535e-01
5.546444058418273926e-01,6.092622280120849609e-01,4.028685688972473145e-01,5.862477421760559082e-01,3.201545774936676025e-01,6.137061119079589844e-01,4.350143074989318848e-01,4.760866165161132812e-01,5.193814039230346680e-01,5.495375990867614746e-01,6.460576653480529785e-01
5.707243084907531738e-01,5.087094902992248535e-01,5.754700899124145508e-01,5.574347972869873047e-01,4.616920053958892822e-01,6.127201318740844727e-01,5.008162856101989746e-01,5.208439230918884277e-01,4.847186207771301270e-01,6.204092502593994141e-01,6.541263461112976074e-01
5.681431889533996582e-01,5.081538558006286621e-01,5.042686462402343750e-01,5.673534274101257324e-01,6.069556474685668945e-01,4.272357821464538574e-01,4.658666551113128662e-01,5.599840283393859863e-01,5.179204940795898438e-01,6.397277116775512695e-01,4.660153388977050781e-01
6.625836491584777832e-01,5.177450180053710938e-01,4.878011047840118408e-01,4.340665638446807861e-01,5.734591484069824219e-01,5.195615887641906738e-01,5.509885549545288086e-01,4.618975222110748291e-01,6.359134316444396973e-01,5.230848789215087891e-01,4.010405838489532471e-01
4.518901407718658447e-01,4.205845296382904053e-01,4.475422799587249756e-01,4.143301844596862793e-01,5.856408476829528809e-01,4.046289026737213135e-01,5.176538228988647461e-01,4.980620741844177246e-01,6.039884686470031738e-01,3.662985861301422119e-01,5.100640654563903809e-01
5.061762928962707520e-01,6.757798194885253906e-01,4.200599789619445801e-01,4.457615911960601807e-01,5.209242105484008789e-01,4.258080124855041504e-01,4.456892311573028564e-01,3.864459097385406494e-01,3.814020752906799316e-01,5.698780417442321777e-01,3.953838348388671875e-01
5.593007802963256836e-01,5.721418857574462891e-01,4.420496523380279541e-01,5.239801406860351562e-01,4.364907145500183105e-01,7.003626227378845215e-01,5.346095561981201172e-01,5.382688641548156738e-01,6.823718547821044922e-01,5.318045616149902344e-01,5.278858542442321777e-01
4.322709441184997559e-01,5.866892933845520020e-01,6.326654553413391113e-01,4.300637841224670410e-01,3.432336449623107910e-01,5.601704120635986328e-01,5.783600211143493652e-01,4.902271628379821777e-01,4.207051396369934082e-01,4.809695482254028320e-01,5.481235384941101074e-01
3.619099557399749756e-01,4.897701442241668701e-01,3.928509056568145752e-01,4.170015454292297363e-01,4.772271513938903809e-01,5.334581732749938965e-01,5.161724686622619629e-01,4.325358867645263672e-01,6.173476576805114746e-01,3.323845565319061279e-01,4.549987316131591797e-01
5.311722755432128906e-01,5.950253605842590332e-01,3.276877403259277344e-01,4.098011255264282227e-01,5.458266735076904297e-01,3.464446663856506348e-01,4.303786158561706543e-01,3.755186796188354492e-01,6.111768484115600586e-01,4.372979700565338135e-01,5.776224136352539062e-01
3.286988735198974609e-01,5.991180539131164551e-01,4.247935414314270020e-01,4.083893299102783203e-01,5.156304240226745605e-01,4.448569118976593018e-01,5.254312157630920410e-01,4.322029352188110352e-01,4.654669165611267090e-01,4.201009571552276611e-01,3.081177771091461182e-01
4.522050619125366211e-01,4.423882961273193359e-01,4.157555103302001953e-01,3.860750794410705566e-01,7.186212539672851562e-01,3.065694272518157959e-01,4.741205275058746338e-01,4.715024828910827637e-01,5.667296051979064941e-01,4.268613457679748535e-01,4.211947023868560791e-01
6.301770210266113281e-01,4.522293210029602051e-01,3.543076217174530029e-01,3.932403624057769775e-01,6.649733185768127441e-01,2.554054856300354004e-01,4.364962577819824219e-01,3.384604454040527344e-01,5.768679976463317871e-01,4.509118497371673584e-01,3.946325182914733887e-01
4.542022943496704102e-01,3.327458500862121582e-01,7.214357256889343262e-01,5.670375823974609375e-01,6.078351140022277832e-01,6.146979331970214844e-01,6.095716357231140137e-01,6.503459811210632324e-01,4.983397126197814941e-01,5.429758429527282715e-01,3.423512279987335205e-01
5.234826803207397461e-01,6.217862367630004883e-01,3.605245649814605713e-01,5.940243005752563477e-01,3.522124290466308594e-01,5.306566953659057617e-01,4.090836942195892334e-01,4.636296927928924561e-01,5.044727325439453125e-01,5.399889349937438965e-01,6.179352998733520508e-01
