ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,label
0.56021714,-0.056350954,-0.17392802,-0.8683499,0.07493074,0.9955864,-0.26063535,1.506156,-0.84481376,-0.3933548,0.36684835,-0.27578297,0.96782154,0
0.50295573,0.71452284,0.6539918,-1.0683228,0.03439332,-0.95224667,-0.082202554,0.5686227,0.073654965,-0.42121103,-0.48168024,-0.30569813,-0.9501794,0
-1.3955042,0.025351495,0.02760876,0.31479758,-0.50724244,0.9423516,-0.39003855,1.3972528,1.0180154,0.83439624,-0.2012629,-0.25729018,-1.0565934,0
0.6979421,-0.40816826,-0.46412796,-0.9444391,0.006564039,-0.39359203,0.12084513,-0.79362607,-1.1587417,-0.4356639,0.04898276,-0.34331888,0.61257285,0
-2.0573528,0.51864237,0.59719884,-0.44287246,-0.31885764,0.80753195,-0.31368694,-0.40215352,-0.07795313,-0.3105525,-0.14000124,-0.2553059,0.7952542,1
1.0929204,-0.84158814,-0.7982334,-0.81328267,0.2605081,2.2752128,-0.81282437,-0.86591005,-0.09964302,-0.30223307,-0.3153496,-0.23464012,-0.18878688,0
-0.12822849,0.4754812,0.5691663,0.4837437,-0.16465504,2.0646799,-0.1496252,0.43555227,1.157387,1.7285002,-0.23760203,-0.51308024,-0.8140864,0
1.4279354,-0.2770583,-0.14372061,-0.282661,0.41876954,1.6746979,-0.6785186,-1.0249814,0.5293474,-0.34032062,-0.39629605,-0.22538644,0.62169355,1
-0.46509495,0.92431,0.80376595,-0.52459884,0.011818738,0.1054118,-0.8223873,1.5091131,0.95271105,-0.3086022,-0.47469193,-0.27347025,1.126811,0
-0.73702943,-0.55364686,-0.5319824,1.0402998,-0.25820813,0.23061624,2.9845636,-0.06829632,-0.6445748,-0.3242853,-0.38454947,-0.38592866,0.5274655,0
0.7919558,-0.41808867,-0.4254526,0.7324452,-0.44407967,1.5273371,0.5606742,1.2046995,-0.81713104,1.4385839,-0.36800846,-0.2788071,-1.2445791,0
2.319813,0.1007997,0.07779065,-0.42782345,0.25954852,0.6338091,-0.89975625,1.1249144,0.69184387,-0.4004117,-0.48847088,-0.23321834,0.77559936,0
0.89134675,-0.67817634,-0.7295256,-0.1737145,0.2164946,0.42232743,0.5569289,-0.53782636,-0.8510368,-0.34732434,-0.045951657,-0.26113424,1.1350338,0
0.9941018,0.11584823,-0.012791745,-0.09331946,0.08650805,1.0574218,0.3527719,0.42037773,0.24615304,-0.35844016,-0.43991753,-0.31304622,0.7166498,0
2.151723,-0.7029701,-0.72351986,0.24453165,0.2457395,0.2765832,0.005528465,0.8642914,1.0140262,-0.16872263,-0.2797887,-0.30471668,0.38779667,0
-0.02073561,0.50227696,0.4758727,-0.83313245,0.1516121,1.3731922,-0.24344993,-0.4979166,0.11510332,-0.3667584,-0.5093942,-0.33662325,-0.5775751,1
0.44202027,-0.38829228,-0.30572668,-0.1107329,-0.23402193,-0.71153903,1.3046253,0.22712263,-1.1443281,-0.5408556,-0.3246771,-0.33709505,0.04717114,0
1.1162391,-0.3422727,-0.42126176,-0.037943166,-0.15283942,1.618997,0.5503328,2.103992,-0.60354424,-0.3795183,-0.029359741,-0.24676266,0.32421008,0
-0.012845233,-0.67500454,-0.92098826,1.0987152,-0.11770402,0.37604076,2.7437327,1.3430415,-0.63626117,0.14073057,-0.24192089,-0.30139002,0.80063,0
1.2255384,-1.2799053,-1.2492905,-0.791093,0.43487012,1.574999,-0.7705466,-0.059828825,-0.34268397,-0.3627893,-0.4001263,-0.18404323,0.8364696,1
-2.2910283,0.7754671,0.81422275,-0.11987691,-0.5035991,-0.8344555,-0.12137839,0.69253415,0.14269903,-0.33416685,-0.17450888,-0.21772906,0.693443,0
0.6459604,-1.1812457,-1.2721363,0.44457033,-0.32603362,0.53972137,0.112071335,-0.20114157,-0.30332115,0.18651602,-0.431061,-0.28388232,-1.8326182,0
1.0461464,0.07316289,0.10416352,-0.32398966,0.33365774,1.653075,-0.50115323,-0.68676597,0.8559228,-0.32717767,-0.4024838,-0.23797187,0.814607,0
1.1420479,0.54456717,0.4797923,-1.3508224,0.106433816,0.69221103,-0.58472884,-0.12022937,-0.6507043,-0.43641758,-0.34660247,-0.23599565,-0.74924767,0
0.30278954,0.42968917,0.46351457,-0.26282445,-0.07630321,0.1242782,0.75075287,-1.1046993,-1.1149569,-0.4407277,-0.37722963,-0.3597035,0.10321363,1
-0.11393654,1.9187036,1.985828,-0.65340364,-0.11520045,1.8310282,-0.7990108,-0.2869894,-0.19072446,-0.38793248,-0.19924803,-0.22624552,0.6178221,0
-0.3492044,0.07020871,0.00077837706,-0.41664627,0.19707142,-1.7156377,-0.8910292,-0.051245756,0.41550723,-0.31939688,-0.55349696,-0.22292385,1.175958,0
0.5086153,1.0978489,1.0548983,-0.46590275,-0.23679316,0.17510797,0.5755036,1.0781609,-0.6759908,-0.44073913,-0.47976148,-0.28049093,-0.43269768,1
-1.3440466,0.5755608,0.41535643,-0.12016529,-0.14830272,0.40965062,0.31982306,1.0545065,-0.031657077,-0.32252324,-0.36484,-0.26869124,1.0390377,1
-0.6033195,0.5755417,0.44049177,1.0091493,-0.13105886,-1.2187272,1.354383,1.52744,0.31196928,1.803328,-0.46953267,-0.2607105,-0.030980978,1
1.1290237,0.32879058,0.19825394,-1.2394452,-0.119027354,-0.57864785,-0.27374244,0.6957266,-0.62052625,-0.41730076,-0.39064056,-0.26098868,-1.0423824,0
0.6197756,1.1324719,0.94190764,-0.06526329,0.0765725,1.0977311,0.022209514,0.5441012,0.41591617,-0.37233517,-0.3475067,-0.18663727,1.0726421,0
-1.7649409,1.179424,1.103965,-0.26911497,-0.43914917,0.89620817,-0.9646066,0.5598275,1.6523082,-0.28540903,-0.07321631,-0.24913791,0.5913393,0
-1.3607597,0.53440404,0.5615349,-1.013967,-0.0036194208,0.313991,-0.40914303,-0.12227971,-0.109269336,-0.37589237,-0.5288827,-0.34666783,-0.081893854,0
-0.6246407,0.40212438,0.32015023,0.14709362,-0.006590064,-0.25902575,-0.030444466,-0.3187437,2.3853114,-0.34893435,-0.40906972,-0.0840933,1.1330911,0
0.62830514,0.61417943,0.73079884,-0.7947958,0.3213828,0.5675683,-0.409395,-0.7813832,0.39991438,-0.38258216,-0.53080344,-0.41749662,-0.12286679,0
-0.99475807,-1.0802554,-1.0775744,-0.47773996,-0.0074078245,0.99167037,0.22965902,0.3767393,-0.54248756,-0.43538937,-0.48230895,-0.2805542,-0.082617976,1
0.57774305,-1.3754598,-1.2349887,2.350695,0.03999827,-0.22802499,-0.51258934,-1.0829433,3.1995547,2.5759609,-0.31901276,-0.41298562,0.28648886,0
0.8952712,-1.083601,-1.020452,1.9066095,0.17280532,-0.6319847,2.3008056,-1.4693136,0.6056578,-0.37018988,1.5190003,1.0676281,0.86025554,0
1.5656825,-1.3891577,-1.461956,-0.64317065,-0.29733074,0.7430916,-0.40462878,1.2226323,-0.64807945,-0.4120795,0.24397707,-0.18228915,-1.2424995,0
0.8144927,-0.029045008,-0.12617779,0.24927594,-0.5463221,1.5473388,-0.5798111,-0.2540556,-0.3849252,-0.11399752,3.0438998,-0.14238942,-1.3717881,0
0.8126488,0.16152257,0.15346402,-0.19259855,0.08613162,0.19646782,0.47802323,-1.1331562,-0.9667967,-0.35777947,-0.13180956,-0.32971722,0.98784745,0
1.1354879,1.2313296,1.3545765,0.26883656,-0.13126014,-0.29012764,-0.52273995,-1.1122881,-0.42017007,-0.28852624,-0.35305452,-0.29753265,-0.14335287,0
0.47355458,0.06253132,0.12464292,0.27573562,0.0025416985,-0.41592994,-1.0805402,-0.7748909,1.576016,-0.46341613,0.9663496,0.23003735,1.2598487,0
0.09344213,0.5336691,0.41233626,0.37380147,-0.12413479,-0.008722514,1.5509784,0.272788,-0.93612796,-0.37026542,-0.3282737,-0.39635682,1.0551498,1
0.17325097,-1.5145711,-1.5719292,0.812576,-0.027325861,0.08213122,0.53621674,1.4657509,0.8307596,1.4505162,-0.34909087,-0.3337088,-0.39233387,1
-0.5977124,1.0185974,0.96924466,-0.8180373,0.043757215,1.2156109,-0.41184428,-1.0097325,-0.56711626,-0.37633035,-0.48951656,-0.3297379,0.7628492,0
1.0283207,-1.5487552,-1.552056,-1.2383659,0.0860221,-1.0528117,-0.7434393,1.3704764,-0.3460831,-0.48093316,-0.28634313,-0.27369282,-0.22305377,1
0.76619935,-0.7747458,-1.010734,0.6987243,-0.19781634,-0.7984934,1.5552235,1.0537876,-0.048758715,-0.08858581,-0.37437832,-0.25776392,-0.16032118,1
-0.08413836,-0.5964082,-0.6591551,-0.35461754,0.21346948,-1.5218396,-0.064419836,0.5332536,0.07501647,-0.30853614,0.036627278,-0.16015351,1.4439853,1
-1.694791,0.84570944,0.94016045,-0.41980174,-0.26564667,0.5467987,-0.20463651,-0.6189961,1.0114304,-0.4951946,-0.27161798,-0.38478962,0.22212455,0
0.039194707,-0.21547356,-0.2879393,-0.71096456,-0.028415881,-0.31234664,0.4737765,0.44510916,-1.1104429,-0.46773174,-0.32980374,-0.23390168,0.44737786,0
0.38873538,0.49436226,0.5213754,-0.8608703,-0.1691491,1.5525029,-0.7673933,1.3937199,0.2868086,-0.45380428,-0.33384353,-0.27121088,-0.86017334,0
0.15881836,0.5693647,0.45467615,-0.25791538,-0.03469995,0.04704561,0.23212233,1.6515015,-0.413441,-0.33909976,-0.095104635,-0.28635675,1.198584,0
1.1156664,-0.34350228,-0.37959185,-0.5066006,-0.29223847,0.67022943,-1.0338249,2.4985986,-0.33622864,-0.26536596,2.4247007,1.6420307,0.29785696,0
-0.5005588,0.14112753,0.16375482,1.3482401,-0.21472497,-0.061589282,2.660338,-1.3689567,-0.84020555,-0.45328668,-0.37285757,-0.40489194,0.6200809,0
0.648124,-1.3151366,-1.4173598,2.1766677,-0.48291382,-0.68631494,-1.2689998,-0.7423686,0.078423105,2.5240014,0.8527129,0.06423806,-1.1025445,0
1.8660445,0.23790315,0.4162519,-0.51339304,0.3858848,-1.386423,-0.3102621,0.028712198,0.34715134,-0.66760784,1.0070373,2.7715182,0.93614817,0
1.0507841,1.542135,1.6862917,-1.2905118,0.18571313,0.9811356,-1.1625533,-0.52256304,-0.59805655,-0.41421074,-0.07535175,-0.23409063,0.73403144,0
