Age_25_0,Age_25_1,Age_30_0,Age_30_1,Age_35_0,Age_35_1,Age_40_0,Age_40_1,Age_45_0,Age_45_1,Age_50_0,Gender_Female_0,Gender_Female_1,Gender_Male_0,Gender_Male_1,Smoker_Yes_0,Smoker_Yes_1,Smoker_No_0,Smoker_No_1,Exercise_Hours_0_0,Exercise_Hours_0_1,Exercise_Hours_1_0,Exercise_Hours_1_1,Exercise_Hours_2_0,Exercise_Hours_2_1,Exercise_Hours_3_0
0.0011379421,0.9957895,0.00013938546,0.001765877,0.0004183352,0.0012715757,1.5199184e-06,0.00051006675,1.013279e-06,0.0003092289,0.00024420023,0.0012152493,0.99812424,0.04245147,0.001211971,0.009109795,0.038170546,5.662441e-07,0.0013523698,0.018188179,0.0014848411,0.0016686618,0.0011185706,0.0012615919,0.0012276471,1.4573336e-05
6.3180923e-06,0.0,0.99999213,1.513958e-05,1.9669533e-06,7.2717667e-06,3.2186508e-06,0.9999999,1.0,0.0062657297,0.00027501583,6.198883e-06,0.9999997,0.99976563,7.212162e-06,0.99999994,0.36739773,0.00012362003,8.523464e-06,3.4958124e-05,1.129508e-05,1.2993813e-05,6.5863132e-06,7.212162e-06,6.4074993e-06,0.0
0.00016757846,0.021178007,0.99918664,0.00027781725,0.0,0.00017666817,7.748604e-07,0.0010955036,0.016720831,4.172325e-07,2.026558e-06,0.00016954541,0.99999124,0.9965339,0.0001731515,0.9961057,0.0009870827,4.4703484e-07,0.0001950562,0.0003052354,0.00022551417,0.00025564432,0.00016823411,0.00017684698,0.00016447902,8.940697e-08
0.00024035573,0.99671924,0.00063174963,0.00039431453,5.9604645e-08,0.00026026368,1.013279e-06,0.00014138222,2.1457672e-06,4.172325e-07,2.18153e-05,0.00024792552,0.9997815,0.00033006072,0.00025722384,0.0003105402,0.0006250739,2.9802322e-07,0.0002886653,0.003338337,0.00032418966,0.00036928058,0.00021791458,0.00025746226,0.00024464726,0.00018280745
8.305907e-05,0.034837186,0.0,0.00018253922,9.23872e-07,0.00010564923,0.004651308,1.0,0.004668176,0.99973696,0.9999999,9.909272e-05,0.0,0.0,0.00010305643,0.0,2.3841858e-07,0.5667505,0.00012388825,0.0015948117,0.00013971329,0.00017485023,9.295344e-05,0.000106453896,8.72612e-05,0.9559898
7.048249e-05,0.0,2.9802322e-08,0.0001206696,0.05108422,7.6800585e-05,0.0,0.2953186,0.9847402,0.45068297,4.0501356e-05,7.2449446e-05,6.2286854e-06,3.3199787e-05,7.56979e-05,0.0034762025,0.99961066,5.9604645e-08,8.7440014e-05,0.99999976,0.000101059675,0.00011500716,6.979704e-05,7.775426e-05,7.125735e-05,4.4703484e-07
0.00015440583,5.030632e-05,0.68430406,0.00027677417,8.940697e-08,0.00016564131,1.4424324e-05,0.99955463,0.9940078,0.06063214,0.8464186,0.00014746189,0.9900839,0.9993876,0.00015836954,0.99999976,1.1265278e-05,2.9921532e-05,0.0001886487,8.881092e-06,0.00022384524,0.00025746226,0.0001487732,0.00016206503,0.00015079975,2.9802322e-08
0.0009138584,0.9967153,1.2665987e-05,0.0012592077,2.115965e-06,0.00092846155,1.4901161e-07,0.065832496,2.0563602e-06,0.91870606,0.97992766,0.00088879466,0.0042676628,4.1931868e-05,0.0008896589,7.5399876e-06,5.6028366e-05,7.1525574e-07,0.0010165274,3.7014484e-05,0.0010989606,0.0012190342,0.00081947446,0.0009469688,0.0008767843,0.07836676
0.0001885891,4.7385693e-06,0.3299122,0.00031545758,1.7881393e-07,0.00020423532,0.0011544526,0.0012628436,0.07780841,2.9802322e-08,0.0008690059,0.00018751621,0.99999946,0.9999992,0.00020030141,1.0,0.0006996989,1.1026859e-05,0.00022795796,1.13248825e-05,0.0002606809,0.00029101968,0.00018948317,0.00020337105,0.00019183755,0.0
0.0001539886,0.97038543,3.2484531e-06,0.00023666024,7.1525574e-07,0.0001617074,0.0,1.1920929e-07,0.0,1.3411045e-06,0.0001296699,0.00015586615,0.99845994,0.061813682,0.00015607476,0.0077115297,0.0010491014,0.0,0.00017985702,0.008391976,0.00019785762,0.00022491813,0.00015419722,0.00016322732,0.00015479326,1.8179417e-06
