0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
107.14833028150758,148.0,148.4,166.1,108.2,148.0,154.5,169.8,110.4,140.3,154.5,169.8,108.2,141.4,154.2,162.8,110.4,140.3,147.3,169.3,110.5,140.3,149.0,166.5,106.13191089203875,141.4,148.7,166.0,80.9661572278734,138.1,154.5,169.8,110.4,140.3,154.5,169.8,4
33.6,16.0,47.6,20.9,33.8,16.0,40.5,16.2,33.6,16.7,40.5,16.2,33.8,16.76883657513966,43.8,21.2,33.6,16.7,47.7,21.7,32.5,16.7,41.0,16.5,33.6,21.61620034760341,44.3,38.06468238633653,32.5,26.326325754317324,40.5,16.2,33.6,16.7,40.5,16.34924048925967,5
110.4,148.0,148.4,166.1,40.37000235089653,16.0,40.5,16.2,33.6,16.7,40.5,16.2,108.2,141.4,154.2,162.8,110.4,140.3,126.85812510651212,21.7,32.5,16.7,41.0,16.5,110.4,141.4,148.7,166.0,110.5,138.1,154.5,159.56965334634157,33.6,16.7,40.5,16.2,3
110.4,148.0,148.4,166.1,59.809353614735784,16.0,40.5,16.2,33.6,16.7,40.5,16.2,108.2,141.4,154.2,162.8,33.6,16.7,47.7,21.7,32.5,16.7,41.0,16.5,110.4,141.4,148.7,166.0,32.5,108.78996011548443,64.37938973487903,39.766089056801405,33.6,16.7,40.5,16.2,5
48.10381702616004,77.46910977204286,85.72617259670182,69.95529383749243,39.70975324873916,51.12303192848456,67.11086917087265,54.457698942930946,33.711874067703384,50.24659882697174,53.66875445546266,49.225276164047784,47.61507526524587,68.9776298870607,91.4845557248788,77.1614681264348,44.05900554923594,62.826391976500204,79.31336250501327,60.16155017644719,36.18539788507448,46.08454532019506,62.63247301956185,55.24444638385475,45.43682525435638,76.32688084264745,103.86748240106586,83.2153831977739,46.585798512942944,77.28823747646796,94.60514725065138,76.23102867395023,41.21679436377509,64.16223139397479,70.44601720294386,59.53689481908428,5
110.4,148.0,148.4,166.1,33.8,16.0,40.5,16.2,33.6,16.7,40.5,16.2,108.2,141.4,154.2,162.8,110.4,140.3,147.3,21.7,32.5,16.7,41.0,16.5,110.4,141.4,148.7,166.0,110.5,138.1,154.5,169.8,33.6,16.7,40.5,16.2,2
110.4,148.0,148.4,166.1,33.8,16.0,40.5,16.2,33.6,16.7,40.5,16.2,108.2,141.4,154.2,162.8,48.26562952770095,16.7,47.7,21.7,32.5,16.7,41.0,16.5,110.4,141.4,148.7,166.0,32.5,138.1,154.5,169.8,33.6,16.7,40.5,16.2,3
73.11650463055255,86.54154216139892,92.37674730928195,68.31567642082722,71.70630823619067,84.51216260228689,89.10008346012438,68.328883848559,68.31773040926919,75.83882834276524,90.5430120263753,66.37445951003662,72.42332272990762,91.16755041948755,92.1274077224055,70.04830863628207,67.83130336600614,87.05497137144917,84.39515868938771,67.36152196376422,73.38602940564812,83.51560824208715,83.51098985617371,63.20809158983827,72.00024551904811,77.31631739965759,83.55858531882615,69.15474643990487,72.39461946172909,84.60871573076861,83.59133186192446,66.7240562169158,75.06873956277956,81.94744183210871,88.29815381001629,67.82821398128345,3
110.4,148.0,148.4,166.1,33.8,16.0,40.5,16.2,33.6,16.7,40.5,16.2,108.2,141.4,154.2,162.8,110.4,69.65420619150554,90.31888794726605,21.7,32.5,16.7,41.0,16.5,110.4,141.4,148.7,166.0,61.3760437675765,138.1,154.5,169.8,33.6,16.7,40.5,16.2,3
33.6,16.0,47.6,20.9,33.8,16.0,40.5,16.2,33.6,16.7,40.5,16.2,33.8,16.6,68.37528421169833,21.2,33.6,16.7,47.7,21.7,32.5,16.7,41.0,16.5,33.6,16.6,140.4301565000881,101.58467502504774,32.5,35.355789527129126,40.5,38.068005788465875,33.6,16.7,40.5,16.2,5
