xbox ,ybox ,width ,height,onpix ,xbar ,ybar ,x2bar,y2bar ,xybar ,x2ybar,xy2bar,xedge ,xedgey,yedge ,yedgex,letter
10.273256313023527,13.066229772635586,8.174987378187122,6.944760277008154,4.849385671284098,9.092015639873544,3.710026895643857,4.539233618294583,3.7300767060473987,8.16740396748237,4.252531161816648,4.651276152503204,4.1194145319421835,7.253772397408704,6.128730768043944,8.598417988824156,G
2.869402783904251,3.6100329538335907,3.348008915899653,5.667185116874678,0.8517235636224321,7.721161763398906,4.400608588198226,15.003404488108238,5.156134598040825,7.072543695128315,12.204756022477408,7.168912812967665,3.1864740467505746,9.297339703622052,0.0349416603996775,8.027136081965322,T
5.739123505481931,8.398992921144309,8.156720578513427,5.502725626515613,6.389643476223054,11.486718534333395,6.060034664273118,2.057647762228301,5.809486190567206,10.457743292127823,1.906512728771526,7.188979769603678,1.6647210937744374,7.998496336887159,4.669724978632815,10.842599882158817,O
1.52778800956599,4.733185428738224,3.2624109407717414,3.360593752259948,2.8491686357305452,6.039142919669244,6.717039402879877,1.587421951844783,11.257764276693297,11.17985794680541,6.153670059437406,7.710361812319672,1.4500597936328838,7.718309327030404,5.559670605384174,6.5953643666531985,K
16.5,16.5,16.5,16.5,16.5,16.5,3.769150782831107,9.532634142161989,-1.5,-1.5,3.07068690768772,-1.5,16.5,16.5,16.5,16.5,H
3.576433277886503,7.725242610596419,4.3667182529199176,5.328292872888184,1.7980393482837351,7.790208390919816,12.601692206493158,1.5063518535131717,7.533909859195008,5.757204678211574,11.316985241174375,8.508495260505487,0.6514984372038835,9.322602640352734,0.7102486591615382,7.79234867585731,U
16.5,16.5,16.5,16.5,16.5,15.776141161447601,-1.5,13.485019626332466,1.522405920387763,-1.5,-0.19846829751056827,-1.5,16.5,16.5,16.5,16.5,G
6.3580652212744715,11.007066552423499,5.624185160195705,5.3883569997856675,5.206071358737713,6.443071299855091,8.327859619957655,4.591914351706014,4.662270453842511,8.182697436819284,4.895029933823071,6.714050352518079,6.801706279820319,5.7523244350668765,7.367840137212235,6.036897274661402,Z
9.51889167415078,11.217795891226448,9.966115745353004,7.23785478282606,6.592962251484455,9.330495524270916,4.517607209630299,10.543610581233008,3.647311601828555,7.994297771289262,4.806428346624356,8.899967922097641,8.636613865632361,6.095601374172321,3.4378615930696093,8.469006756526678,S
3.957739546243173,7.648821564892941,4.368743491311973,5.476903698857999,2.952268876503272,7.030542898411439,7.8605258481625,15.320555187315229,1.0282975070748686,7.2697227900384105,5.631565453996833,8.222778000812427,3.633368684834444,7.917360270684935,0.3148640691377289,8.131688968968003,W
