ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Securities Account,CD Account,Online,CreditCard,Personal Loan
5499.9,18.6,-7.6000000000000005,245.6,105385.4,2,2/60,3,698.5,1,0,1,1,1
5499.9,18.6,-7.6000000000000005,245.6,105385.4,4,5/10,3,698.5,1,1,0,0,0
4504.194941222711,31.573985306710718,6.991497187939373,245.6,103137.77116329983,4,3/10,1,698.5,1,1,0,0,0
3366.6253208057487,60.24990125209664,35.97643883921524,63.5331828173128,95312.20900293216,1,6/20,2,209.94026471125625,1,1,1,1,0
5499.9,18.6,-7.6000000000000005,245.6,572.6000000000004,2,2/33,2,698.5,1,0,1,1,0
5218.435206902347,45.34840174117627,22.286161443920143,178.06955733742024,93782.25393826164,1,1/60,2,194.2612844780026,1,0,0,1,1
-498.90000000000003,71.4,47.6,245.6,572.6000000000004,2,5/30,1,698.5,1,0,1,0,1
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,0/75,3,698.5,1,1,1,1,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,8/50,3,698.5,1,1,0,1,1
5499.9,18.6,-7.6000000000000005,245.6,38220.73403603034,3,0/70,2,698.5,0,1,1,1,1
5499.9,18.6,-7.6000000000000005,245.6,105385.4,4,6/60,2,698.5,0,0,0,0,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,2,7/30,1,698.5,0,1,0,1,1
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,2/10,3,698.5,0,0,1,1,1
5499.9,18.6,-7.6000000000000005,245.6,105385.4,1,6/30,3,698.5,0,0,0,1,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,4,3/70,2,698.5,0,1,0,0,1
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,6/00,1,698.5,1,1,0,0,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,4,4/60,2,698.5,1,1,0,1,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,2,3/60,2,698.5,0,0,0,0,1
5499.9,71.4,47.6,245.6,572.6000000000004,2,5/20,2,698.5,0,0,1,1,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,1,5/40,2,698.5,1,1,0,0,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,1,0/67,2,698.5,0,1,0,1,1
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,6/10,3,698.5,1,1,1,0,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,1,5/70,3,698.5,1,1,0,1,1
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,3/20,2,698.5,1,1,1,1,1
5499.9,18.6,-7.6000000000000005,245.6,572.6000000000004,1,1/33,3,698.5,0,1,1,0,1
4972.492080901057,18.6,-7.6000000000000005,245.6,94745.71413486294,2,4/40,2,698.5,1,0,1,0,1
4216.36592468124,25.696578632749656,4.647553562345491,92.09163020014915,94634.73499334381,1,8/60,3,312.31100443999986,1,0,0,1,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,9/00,3,698.5,1,1,0,1,0
4626.3613372047,23.606126854619994,-7.6000000000000005,245.6,105385.4,1,0/30,3,698.5,0,1,0,0,0
5499.9,71.4,-7.6000000000000005,245.6,572.6000000000004,3,3/33,3,698.5,1,0,0,1,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,2,5/70,3,698.5,0,1,0,1,1
5499.9,18.6,-7.6000000000000005,245.6,572.6000000000004,4,9/30,1,698.5,0,0,1,0,0
5499.9,18.6,-7.6000000000000005,245.6,93935.17895154662,2,4/25,2,698.5,1,0,0,0,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,2/67,1,698.5,1,1,1,0,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,4,2/20,2,698.5,0,1,1,0,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,1,1/75,3,698.5,0,1,1,0,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,1/40,3,698.5,0,0,1,1,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,8/90,1,698.5,1,0,0,0,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,6/10,2,698.5,0,0,1,0,1
244.21006959044416,36.65186826100188,6.298951795656745,245.6,104672.04264044632,2,3/40,2,698.5,1,1,0,0,1
5499.9,18.6,-7.6000000000000005,245.6,572.6000000000004,3,9/30,2,698.5,1,0,1,0,1
5499.9,18.6,-7.6000000000000005,245.6,105385.4,2,2/75,1,698.5,0,0,0,1,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,6/50,1,698.5,1,0,0,1,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,7/20,1,698.5,0,0,0,0,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,5/30,1,698.5,0,0,0,0,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,3/70,3,698.5,1,1,0,1,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,4/60,3,698.5,0,1,1,0,0
5499.9,18.6,-7.6000000000000005,245.6,572.6000000000004,4,3/20,1,698.5,0,0,1,1,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,1,1/10,1,698.5,0,1,1,0,1
5499.9,18.6,-7.6000000000000005,245.6,105385.4,2,8/10,2,698.5,0,0,0,1,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,4,5/80,3,698.5,1,0,1,1,1
5499.9,18.6,-7.6000000000000005,245.6,105385.4,4,1/67,2,698.5,0,0,0,1,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,4,5/67,3,698.5,1,1,1,0,1
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,4/10,2,698.5,0,0,0,0,1
5499.9,18.6,-7.6000000000000005,245.6,105385.4,4,7/60,1,698.5,1,0,0,1,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,1,7/20,1,698.5,0,1,1,1,0
5499.9,18.6,-7.6000000000000005,245.6,105385.4,3,6/33,3,698.5,0,1,0,0,0
