alcohol,malic_acid,ash,alcalinity_of_ash,magnesium,total_phenols,flavanoids,nonflavanoid_phenols,proanthocyanins,color_intensity,hue,od280/od315_of_diluted_wines,proline,categorical_feature,Category
13.550490920665991,1.5410988480171632,2.778339366744539,16.5387848681343,85.58231760742245,3.3799243949426887,2.5442223090707614,0.32939740627475217,1.4320502172516247,13.0,0.9693954683587992,3.3354306548386687,939.1882202302199,high,0.0
12.39864379261385,3.0883203471781666,2.1793012037281607,18.967227979165035,82.8333883604433,3.675850504065238,2.144974460509662,0.4278545276588255,1.5838920153401075,3.6989113186373688,1.202355440053107,3.1115299884235896,670.0755373337023,medium,0.1682598718456547
12.444056920301135,1.4866122161570623,2.662940176276745,24.892433709506246,112.93605194357133,2.6696530844718565,0.5496516460043244,0.5755167361859134,1.5747799525435597,4.954724470075289,0.9216817243231648,1.7505958281996283,486.23521538545896,medium,2.0
12.470113589242546,3.4583558840956945,2.7569425345406615,23.459748251845895,129.31405411584913,2.841660605205177,3.0698851888148293,0.2579337454827597,1.1746626642432043,3.0093530523203733,1.4364349703923793,3.029762261185143,916.0472896681487,low,0.9289538179077707
14.327124757150019,3.0729460692517945,2.233140601809749,14.560016606477534,130.2778112722363,2.9035543560224055,2.926580544908063,0.3110988855204361,1.595152660061759,7.43680040780333,1.0347642684699176,3.0059020703636476,1028.0738624208439,medium,0.0
12.323917923559879,1.648668430459565,2.6439789786162864,16.666585081228348,130.75287198787035,2.3796604482831523,2.655660831283169,0.369715925506028,1.6353989667596154,5.088081345875153,0.908408747529973,2.695571608090982,791.1344208380953,medium,0.014853682439136508
13.904377216996727,1.8640039110664541,2.254775458165657,17.76183664420268,129.9695992309755,3.8378352453019358,2.682779884139331,0.2813030050304038,2.395208298641495,4.321622988077739,1.167770749246528,2.6521137679237397,1016.9699230489421,high,0.0
11.971918394865991,3.6117162676508014,2.197580735509526,15.21688167506742,97.50913008684792,2.5632433220601523,2.216687484352361,0.284720215320536,1.84105942448415,2.8392798247238713,0.9418904976880447,2.7788826976609924,564.9883515094837,low,1.0202255386351426
11.96462103856103,1.26281370556401,2.025764215369316,20.951594298797854,96.08351879946997,2.1728197813194376,1.5886972573751434,0.4512501004123684,1.0992458492257289,2.837089628582055,1.0299602161780987,3.1060919311932333,612.1133911831714,medium,0.9990355216391309
13.729139315633283,3.0757705915469518,2.35676063518121,15.806057449245072,147.37275004760914,1.6992313554063128,1.2092770884683408,0.4066145930048515,1.0363770056307995,7.437164767976115,0.788124230343216,1.7979481911531057,852.3678625877376,high,0.058522189390033695
