mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension,categorical_feature,Category
11.305190152705839,19.10005935867788,122.15274773350005,714.9820792339588,0.09266712128786468,0.08511136098142481,0.1781363705867711,0.04988387047218114,0.1799739432420889,0.057407930615419,0.4797466146511478,1.509041666617334,3.40608320403449,65.07538111892066,0.010753306428738226,0.031975514576920536,0.029387978975806764,0.01114575275863536,0.023745810135426988,0.0032610601489217184,14.488307423810584,31.732277726804437,92.7729310817769,1178.736832565116,0.12710537130089405,0.25760086639126556,0.26979416566280184,0.07029886662085473,0.2843357051634376,0.07155615792542269,low,0.9805445104256831
11.650447364595891,15.584976618704532,70.52268830521525,1135.6540214193096,0.09331793628543499,0.0688068701689401,0.07667609788627852,0.011520302537530747,0.16426819508456592,0.05782830169782288,0.21856203088792125,1.733097010806597,2.033950054515111,35.2370652655738,0.009466594822610835,0.04206681632650391,0.03380517047338889,0.014801478261869842,0.01749718999264388,0.003954600634569525,13.696080959283213,20.490784402431927,89.90957826026029,401.10335153076477,0.11086476750503835,0.17067832731392135,0.3763134853400522,0.15408835409907812,0.25445268699604884,0.08098318539765055,low,0.979605857292563
11.628679569726058,21.009603195716586,65.99407070898019,291.132720397975,0.0765963909759674,0.027907681492975688,0.001839714563470867,0.014513040255748084,0.15580074826307436,0.058036046852618664,0.1810389684786347,0.7582217168437388,0.889753191387782,16.336262653130408,0.008176869464043378,0.002252,0.0,0.0014883147317022948,0.015768367905317996,0.0009110757351785336,10.963426774987191,32.65705834294048,68.01255032081669,619.7572541596148,0.1338641260272779,0.07194034212285934,0.06430707881111776,0.04557320820185501,0.27807061290193275,0.06274775665179728,low,1.0
13.0521339509646,13.801271441819276,72.86182820781309,371.2439053690425,0.11767516614078848,0.22892424959226138,0.13478508815952603,0.09189450243077947,0.2588130268322425,0.065760500549468,0.3698040883931644,0.8253865370865917,3.791663310431152,22.764750767362425,0.006226399203590379,0.0945729532306193,0.03371917010880848,0.020297931541809696,0.01894710661633906,0.006198650622889676,20.751816390989163,14.980690892872618,95.94165668478156,362.5496902785006,0.16052261367063925,0.48451866000590377,0.4243949332125904,0.17020601772183216,0.3504160022688885,0.12780816146590374,low,0.006916434654452878
14.28914879743359,25.559632524242392,90.91927899416007,694.9173972312775,0.09381920389442368,0.13820232165721802,0.10508800001117757,0.10328965849252052,0.17152304521456144,0.06175679767504728,0.630286324764329,0.9674132131497959,4.125810302292236,31.899902787832275,0.004422427763831891,0.02074178387098367,0.100372582340207,0.016386946129647015,0.02067934102142007,0.004126229897238153,17.42155284044951,24.971120813377976,99.55860934312882,667.3224037527971,0.10968700489616207,0.14764488099325362,0.39093383100137163,0.20552867971973726,0.2877981511146103,0.09309596826496588,low,1.0
14.94385969731038,17.120764947300344,81.10770821385596,396.10215432098227,0.08850234015325549,0.06717672817153879,0.15241843267645103,0.05398615811970147,0.19455692074101993,0.059639415772984115,0.24766615518833374,0.8979094316667995,1.3728482090943581,26.066694967573945,0.004908141808313353,0.029766215467405308,0.016424944205526246,0.013075636302489006,0.016539026305950097,0.004068127252974917,11.968638443538548,21.67213886501932,85.73827985189104,522.2084699599988,0.12502013710549065,0.3645524534569809,0.24466960880786984,0.16255363640834186,0.4214822163535678,0.09511862977999992,low,1.0
10.143633645964348,20.656250712537286,73.76379337956818,300.2068693573907,0.08329455894778673,0.07126383365112726,0.0,0.017855038504007693,0.1758778532242734,0.06281303902197145,0.3813818870360838,1.1715076171499126,2.065296092311333,14.881460969090618,0.008128649485615582,0.013396649187018533,0.0,0.00565654615718552,0.01983716587056777,0.003157504160767817,10.088398007421718,24.913366531430032,72.79444183535465,368.3234011879083,0.13510720998291098,0.2780783534513338,0.11289482451758277,0.057432357829129976,0.26479237882493767,0.10374931690748085,low,0.9926869769007803
10.943882883982061,17.69315038477651,68.74738087964711,485.2379233536341,0.10568329012431096,0.07768691972639073,0.06077798115734969,0.0802776338039956,0.15373371195921545,0.06701731075277702,0.24776866204325698,1.8569239151315249,1.6695867961210225,16.294696105824116,0.005618092157906914,0.010568130076721978,0.09163669740208831,0.01162907697800062,0.017078289140176936,0.0062162939745483686,9.908979164681543,22.42864197195923,79.33930974198192,544.0613269798766,0.1365063153826465,0.16304659694371598,0.10273724044139017,0.06957668144373862,0.26713566703521757,0.09148209589365702,low,0.9823501677110972
11.341123043601534,12.774693797347586,78.42946708688906,350.2324215279757,0.08340471501165335,0.07032882177661422,0.0014672161274547951,0.016782981361344405,0.19330425705462131,0.0613936339510313,0.17079899752703195,0.7630380821573879,1.4568734053910368,20.136550480514195,0.0042131326501755415,0.009331062223534248,0.00793169185304591,0.007780174902456955,0.015053849990730428,0.00377805367185553,11.283397507905807,18.3417491637248,67.29355054520056,421.92278012814245,0.14282672979689645,0.2589967424936337,0.29814033873676804,0.05366539463213855,0.31029708184998445,0.0785626211244966,low,0.9820914827126288
21.625640119701316,28.680764473077804,132.8178757749855,1166.8761399017235,0.0926648151708776,0.25205148849492465,0.3173319335735638,0.0957737405587013,0.19816594180396505,0.07046989916025967,0.7733391729004637,1.1090488769424616,3.7574322184365525,48.97078519136821,0.006688175346254506,0.03821377484227049,0.1174471741610223,0.0032932385865663983,0.01293639295606549,0.0030525586006199287,29.035625948332672,30.389239296580982,174.49473140730208,1706.9488562935423,0.12311674727509495,0.38054947428286334,0.6560150425848026,0.17505625205404313,0.32677155932720015,0.11472749055102727,medium,0.06272536376602186
