fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class
23.132451354911485,16.04451741435717,2.416267368451434,0.43162945434908273,0.21937071561201665,18.395813706052166,15.157432154857412,-6.794260684554601,32.80556905550815,122.7702946858711,g
28.297065211840046,14.584512432925806,2.587033243809755,0.47032966611303584,0.2521915188168416,-0.09724073310091352,6.8308126045455015,7.925212040581078,66.75289049822642,123.72803334166248,h
367.16635,112.72225958422662,1.6031,0.98099,0.7426900000000001,-561.23178,295.3311,73.83441958606907,99.0,-48.14524,g
84.18736160824115,35.50213224947933,3.4774876980209166,0.09096440788600829,0.04778344195275902,16.06183358199563,71.85123999005386,-24.395267914167583,53.238708196172624,180.08399716059773,g
25.330817916307616,13.923141304942938,2.4814714261449664,0.5745235650987744,0.3468814120898854,-19.612428679265918,-25.37544774585552,8.900878078204569,44.261189806633546,240.17127841750926,g
367.16635,282.0202,1.6031,0.98099,0.7426900000000001,-561.23178,-388.7901,-244.46927,99.0,-48.14524,h
27.102659014669975,20.00180680943781,2.5214006488084775,0.353641244889102,0.20685889848158284,7.596453686163244,20.103461514074425,-0.1388428784119303,69.7776816191519,149.94269546885207,g
13.50268581159932,9.35591080678184,2.1351902177195923,0.8706972135675135,0.6316773462701751,-1.7406377477868573,-5.639497940411644,9.496157069681253,39.77075047886267,103.24632684290445,g
91.83032232057596,29.100967117167837,3.3732956380493397,0.15862611257268858,0.08687896926774102,-80.06188490363115,77.56330040589833,17.61758149235045,0.539375951034625,303.5042963765643,g
19.939929658730215,11.770017420807852,2.3335212073610716,0.5177650418136676,0.26508655552864524,-2.5540382396396,11.400188004324459,5.48495652374691,11.517154565126866,194.34222634900576,h
367.16635,282.0202,5.661499999999999,-0.052676451054532225,0.7426900000000001,-561.23178,-388.7901,-244.46927,99.0,-48.14524,g
24.43977640345775,19.57144315857476,2.7530981954251175,0.30067666767367474,0.15728519568823252,11.255845296530273,-18.01233526503957,12.918314842945072,9.057989765982914,199.37983222695868,g
367.16635,282.0202,5.661499999999999,-0.07489000000000001,-0.06719000000000001,678.55638,295.3311,-244.46927,99.0,-48.14524,g
35.81085690593156,19.185542052594407,2.7416170785749756,0.3216998313564152,0.16707187317329822,-3.04147406930344,-15.508296523203466,-3.5572196651308254,42.99411614320593,178.4866302291413,g
367.16635,282.0202,5.661499999999999,-0.07489000000000001,-0.06719000000000001,-561.23178,-388.7901,-244.46927,99.0,-48.14524,h
110.30764786913937,15.70311410028123,2.9519126857233533,0.2598031388281832,0.14136740367323808,-79.39440664519603,-46.57515837746614,14.567135486204776,68.14641587553427,35.33929411541976,g
